"full_name","e","q","i","om","w","ad","tp_cal","per_y","class","data_arc","condition_code","n_obs_used","two_body","A1","A2","A3","DT","a","n_del_obs_used","n_dop_obs_used","H"
"     C/1930 L1 (Forbes)",1.0000,1.153,97.09,279.26,320.97,,1930-05-10.4,,PAR,49,,54,F,,,,,,,,
"     C/1931 O1 (Nagata)",0.9785,1.046,42.30,192.25,320.09,96.05,1931-06-11.7,338,COM,87,6,33,,,,,,48.55,,,
"     C/1931 P1 (Ryves)",0.9993,0.075,169.29,102.28,168.15,222.25,1931-08-25.9,,COM,96,,25,F,,,,,111.2,,,
"     C/1932 G1 (Houghton-Ensor)",0.9721,1.254,74.28,213.48,303.52,88.76,1932-02-28.9,302,COM,64,,121,F,,,,,45.01,,,
"     C/1932 H1 (Carrasco)",1.0000,2.328,58.03,18.82,110.28,,1931-11-30.7,,PAR,2,,4,T,,,,,,,,
"     C/1932 M1 (Newman)",1.0005,1.647,78.39,246.09,69.79,,1932-09-24.5,,HYP,163,,65,,,,,,-3461,,,
"     C/1932 M2 (Geddes)",0.9993,2.313,124.98,216.08,329.63,6553.34,1932-09-20.8,1.88e+05,COM,69,,15,,,,,,3278,,,
"     C/1932 P1 (Peltier-Whipple)",0.9768,1.037,71.72,345.47,38.47,88.43,1932-09-01.8,299,COM,57,6,41,,,,,,44.73,,,
"     C/1932 Y1 (Dodwell-Forbes)",0.9714,1.131,24.50,78.60,327.35,77.93,1932-12-30.5,249,COM,63,6,12,,,,,,39.53,,,
"     C/1933 D1 (Peltier)",1.0000,1.001,86.68,312.47,135.98,1574440.42,1933-02-06.6,6.98e+08,COM,31,,14,T,,,,,7.872e+05,,,
"     C/1935 A1 (Johnson)",0.9913,0.811,65.42,92.44,18.40,186.26,1935-02-26.4,905,COM,68,5,32,,,,,,93.54,,,
"     C/1935 M1 (Jackson)",1.0000,3.486,141.95,74.21,124.31,,1934-09-06.9,,PAR,46,,3,T,,,,,,,,
"     C/1935 Q1 (Van Biesbroeck)",1.0020,4.043,66.11,300.56,44.90,,1936-05-11.6,,HYP,861,,107,F,,,,,-1977,,,
"     C/1936 K1 (Peltier)",0.9921,1.100,78.55,134.94,148.48,278.64,1936-07-08.9,1.65e+03,COM,78,,55,,,,,,139.9,,,
"     C/1936 O1 (Kaho-Kozik-Lis)",0.9944,0.518,121.94,265.01,45.85,184.26,1936-07-15.8,888,COM,129,,65,F,,,,,92.39,,,
"     C/1937 C1 (Whipple)",1.0002,1.734,41.55,128.61,107.74,,1937-06-20.0,,HYP,177,,53,,,,,,-1.068e+04,,,
"     C/1937 D1 (Wilk)",0.9806,0.619,26.01,58.27,31.46,63.33,1937-02-21.5,181,HTC,59,7,17,,,,,,31.97,,,
"     C/1937 N1 (Finsler)",1.0004,0.863,146.41,59.42,114.83,,1937-08-15.6,,HYP,55,,25,,,,,,-2280,,,
"     C/1937 P1 (Hubble)",0.9725,1.954,11.58,97.80,147.49,140.13,1936-11-14.2,599,COM,85,,58,F,,,,,71.04,,,
"     C/1939 B1 (Kozik-Peltier)",0.9955,0.716,63.53,289.61,169.02,314.31,1939-02-06.8,1.98e+03,COM,30,,53,,,,,,157.5,,,
"     C/1939 H1 (Jurlof-Achmarof-Hassel)",0.9915,0.528,138.17,312.35,89.15,123.81,1939-04-10.1,490,COM,28,7,14,,,,,,62.17,,,
"     C/1939 V1 (Friend)",0.9972,0.945,92.95,197.11,126.78,672.28,1939-11-05.6,,COM,64,,61,F,,,,,336.6,,,
"     C/1940 O1 (Whipple-Paraskevopoulos)",0.9808,1.082,54.69,135.06,235.74,111.90,1940-10-08.2,425,COM,153,,51,F,,,,,56.49,,,
"     C/1940 R2 (Cunningham)",1.0005,0.368,49.89,296.59,199.57,,1941-01-16.2,,HYP,271,,189,F,,,,,-758.2,,,
"     C/1940 S1 (Okabayasi-Honda)",1.0015,1.062,133.11,128.07,329.68,,1940-08-15.7,,HYP,90,,19,F,,,,,-727.7,,,
"     C/1941 B1 (Friend-Reese-Honda)",0.9812,0.942,26.28,329.79,132.73,99.37,1941-01-20.3,355,COM,42,,29,T,,,,,50.16,,,
"     C/1941 B2 (de Kock-Paraskevopoulos)",0.9991,0.790,168.20,43.11,268.70,1758.75,1941-01-27.6,,COM,241,,130,F,,,,,879.8,,,
"     C/1941 K1 (van Gent)",1.0002,0.875,94.52,257.56,85.32,,1941-09-03.1,,HYP,259,,318,F,,,,,-3600,,,
"     C/1942 C1 (Whipple-Bernasconi-Kulin)",1.0010,1.445,79.45,340.93,223.41,,1942-04-30.8,,HYP,70,,8,,,,,,-1419,,,
"     C/1942 C2 (Oterma)",1.0012,4.113,172.51,281.04,163.64,,1942-09-27.3,,HYP,390,,35,,,,,,-3480,,,
"     C/1942 EA (Vaisala)",0.9336,1.287,38.00,172.29,335.22,37.50,1942-02-15.8,85.4,HTC,37,,34,T,,,,,19.4,,,
"     C/1942 X1 (Whipple-Fedtke-Tevzadze)",0.9922,1.354,19.71,100.80,39.84,345.56,1943-02-06.7,,COM,257,,166,F,,,,,173.5,,,
"     C/1943 R1 (Daimaca)",1.0000,0.758,161.32,83.39,36.41,,1943-08-21.5,,PAR,2,,3,T,,,,,,,,
"     C/1943 W1 (van Gent-Peltier-Daimaca)",0.9995,0.874,136.18,58.63,33.09,3589.46,1944-01-12.2,7.61e+04,COM,10,,12,T,,,,,1795,,,
"     C/1944 H1 (Vaisala)",0.9932,2.411,17.30,29.07,238.94,709.19,1945-01-04.0,6.71e+03,COM,8,,5,,,,,,355.8,,,
"     C/1944 K2 (van Gent)",1.0021,2.226,95.01,203.50,336.97,,1944-07-17.6,,HYP,436,,25,F,,,,,-1068,,,
"     C/1945 L1 (du Toit)",1.0000,0.998,156.51,255.05,280.12,,1945-05-17.1,,PAR,25,,3,T,,,,,,,,
"     C/1945 W1 (Friend-Peltier)",1.0000,0.194,49.48,326.20,216.71,,1945-12-17.2,,PAR,13,,7,T,,,,,,,,
"     C/1945 X1 (du Toit)",1.0000,0.008,141.87,351.20,72.06,,1945-12-27.9,,PAR,4,,4,T,,,,,,,,
"     C/1946 C1 (Timmers)",1.0012,1.724,72.84,129.66,54.33,,1946-04-13.2,,HYP,553,,183,F,,,,,-1475,,,
"     C/1946 K1 (Pajdusakova-Rotbart-Weber)",0.9994,1.018,169.56,301.95,22.23,3602.32,1946-05-11.4,7.65e+04,COM,11,,6,T,,,,,1802,,,
"     C/1946 P1 (Jones)",1.0010,1.136,56.96,238.34,320.41,,1946-10-26.7,,HYP,697,,11,,,,,,-1161,,,
"     C/1946 U1 (Bester)",1.0006,2.408,108.18,35.56,348.62,,1947-02-07.3,,HYP,633,,34,,,,,,-3935,,,
"     C/1947 F1 (Rondanina-Bester)",0.9973,0.560,39.29,353.90,303.76,410.60,1947-05-20.9,2.95e+03,COM,37,,15,,,,,,205.6,,,
"     C/1947 F2 (Becvar)",1.0000,0.962,129.17,323.06,182.12,,1947-05-03.9,,PAR,42,,23,T,,,,,,,,
"     C/1947 K1 (Bester)",1.0000,1.403,111.43,233.06,357.31,,1947-05-31.0,,HYP,9,,8,T,,,,,-1.568e+06,,,
"     C/1947 O1 (Wirtanen)",1.0168,2.808,97.32,311.76,8.85,,1947-07-16.8,,HYP,370,,3,,,,,,-167.6,,,
"     C/1947 S1 (Bester)",1.0003,0.748,140.57,271.44,350.21,,1948-02-16.4,,HYP,491,,42,,,,,,-2180,,,
"     C/1947 V1 (Honda)",1.0014,0.753,106.29,312.63,221.22,,1947-11-17.9,,HYP,21,,7,T,,,,,-554.5,,,
"     C/1947 X1-A (Southern comet)",0.9998,0.110,138.51,337.31,196.18,1400.47,1947-12-02.5,1.85e+04,COM,25,,11,,,,,,700.3,,,
"     C/1947 X1-B (Southern comet)",0.9996,0.110,138.53,337.31,196.15,593.01,1947-12-02.5,,COM,38,,29,F,,,,,296.6,,,
"     C/1947 Y1 (Mrkos)",1.0004,1.500,77.51,199.31,61.91,,1948-02-16.6,,HYP,31,,4,,,,,,-3637,,,
"     C/1948 E1 (Pajdusakova-Mrkos)",1.0009,2.107,92.92,247.66,66.91,,1948-05-16.6,,HYP,608,,12,,,,,,-2265,,,
"     C/1948 L1 (Honda-Bernasconi)",1.0010,0.207,23.19,203.66,317.15,,1948-05-15.9,,HYP,33,,17,,,,,,-200.5,,,
"     C/1948 N1 (Wirtanen)",0.9995,2.517,130.27,120.60,229.97,9315.36,1949-05-01.1,3.18e+05,COM,934,,20,,,,,,4659,,,
"     C/1948 R1 (Johnson)",1.0000,4.708,53.23,140.41,191.84,,1948-04-08.9,,PAR,90,,36,T,,,,,,,,
"     C/1948 T1 (Wirtanen)",1.0007,3.268,155.08,122.13,73.55,,1947-09-03.8,,HYP,679,,19,,,,,,-4688,,,
"     C/1948 V1 (Eclipse comet)",0.9999,0.135,23.12,211.04,107.25,3149.44,1948-10-27.4,6.25e+04,COM,137,,17,,,,,,1575,,,
"     C/1948 W1 (Bester)",0.9975,1.273,87.61,67.67,274.21,1017.06,1948-10-22.8,,COM,94,,24,F,,,,,509.2,,,
"     C/1949 K1 (Johnson)",1.0007,2.553,131.35,222.33,40.09,,1950-01-19.2,,HYP,627,,18,,,,,,-3568,,,
"     C/1949 N1 (Bappu-Bok-Newkirk)",0.9988,2.058,105.77,309.71,89.53,3378.17,1949-10-26.5,6.95e+04,COM,613,,30,,,,,,1690,,,
"     C/1950 K1 (Minkowski)",1.0012,2.572,144.16,38.89,192.47,,1951-01-15.0,,HYP,698,,32,,,,,,-2113,,,
"     C/1951 C1 (Pajdusakova)",1.0000,0.719,87.90,311.22,68.60,,1951-01-30.4,,PAR,91,,17,T,,,,,,,,
"     C/1951 G1 (Groeneveld)",1.0130,3.625,18.65,31.53,188.12,,1951-11-08.4,,HYP,7,,9,T,,,,,-279.4,,,
"     C/1951 G2 (Groeneveld-Palomar)",1.0009,3.639,170.65,354.32,108.66,,1950-07-11.9,,HYP,599,,9,,,,,,-4039,,,
"     C/1951 P1 (Wilson-Harrington)",0.9998,0.740,152.53,76.89,269.62,6584.64,1952-01-12.9,1.89e+05,COM,222,,23,,,,,,3293,,,
"     D/1952 B1 (Harrington-Wilson)",0.5143,1.665,16.35,128.48,343.03,5.19,1951-10-30.3,6.35,JFc,26,8,7,,,,,,3.428,,,
"     C/1952 H1 (Mrkos)",0.9834,1.283,112.03,122.36,144.90,153.72,1952-06-08.7,682,COM,100,6,60,,,,,,77.5,,,
"     C/1952 M1 (Peltier)",0.9998,1.202,45.55,188.64,96.58,9694.81,1952-07-15.2,3.38e+05,COM,150,,30,,,,,,4848,,,
"     C/1952 Q1 (Harrington)",0.9960,1.665,59.12,221.39,191.63,821.14,1953-01-05.4,8.34e+03,COM,115,,5,,,,,,411.4,,,
"     C/1952 W1 (Mrkos)",1.0002,0.778,97.18,343.58,253.82,,1953-01-24.8,,HYP,217,,6,,,,,,-4067,,,
"     C/1953 G1 (Mrkos-Honda)",0.9975,1.022,93.86,275.89,85.74,805.42,1953-05-26.4,8.1e+03,COM,262,,7,,,,,,403.2,,,
"     C/1953 T1 (Abell)",1.0008,0.970,53.23,3.03,194.38,,1954-07-07.3,,HYP,334,,39,,,,,,-1195,,,
"     C/1953 X1 (Pajdusakova)",1.0000,0.072,13.57,115.25,94.07,43792.64,1954-01-24.6,3.24e+06,COM,18,,8,T,,,,,2.19e+04,,,
"     C/1954 M1 (Harrington)",0.9994,2.061,136.64,292.73,1.42,6415.84,1954-01-18.0,1.82e+05,COM,67,,9,T,,,,,3209,,,
"     C/1954 M2 (Kresak-Peltier)",1.0002,0.746,88.54,75.57,254.73,,1954-08-29.6,,HYP,101,,10,,,,,,-3300,,,
"     C/1954 O1 (Vozarova)",1.0737,0.781,115.18,123.99,5.11,,1954-06-01.9,,HYP,79,,4,,,,,,-10.61,,,
"     C/1954 O2 (Baade)",1.0006,3.870,100.39,265.34,144.67,,1955-08-13.3,,HYP,1202,,35,,,,,,-6929,,,
"     C/1954 Y1 (Haro-Chavira)",1.0046,4.077,79.60,72.88,57.31,,1956-01-26.7,,HYP,1218,,57,,,,,,-885.7,,,
"     C/1955 G1 (Abell)",1.0018,4.496,123.93,321.34,73.76,,1954-03-24.0,,HYP,383,,17,,,,,,-2543,,,
"     C/1955 L1 (Mrkos)",0.9892,0.534,86.50,48.94,32.51,98.55,1955-06-04.1,349,COM,84,6,21,,,,,,49.54,,,
"     C/1955 N1 (Bakharev-Macfarlane-Krienke)",0.9942,1.427,50.03,303.47,13.22,494.96,1955-07-11.5,3.91e+03,COM,132,,28,,,,,,248.2,,,
"     C/1955 O1 (Honda)",1.0011,0.885,107.52,339.42,348.20,,1955-08-04.0,,HYP,96,,43,,,,,,-796.2,,,
"     C/1956 E1 (Mrkos)",1.0000,0.842,147.45,226.72,81.00,,1956-04-13.6,,PAR,36,,4,T,,,,,,,,
"     C/1956 F1-A (Wirtanen)",1.0027,4.447,33.20,233.66,13.26,,1957-09-02.4,,HYP,1264,,37,F,,,,,-1620,,,
"     C/1956 R1 (Arend-Roland)",1.0002,0.316,119.94,215.86,308.77,,1957-04-08.0,,HYP,497,,57,,,,,,-1274,,,
"     C/1957 P1 (Mrkos)",0.9993,0.355,93.96,68.32,40.32,1071.97,1957-08-01.4,1.24e+04,COM,312,,16,,,,,,536.2,,,
"     C/1957 U1 (Latyshev-Wild-Burnham)",1.0000,0.539,156.72,210.88,277.61,,1957-12-05.1,,PAR,23,,9,T,,,,,,,,
"     C/1958 D1 (Burnham)",0.9999,1.323,15.79,151.19,16.47,31530.96,1958-04-16.3,1.98e+06,COM,205,,22,,,,,,1.577e+04,,,
"     C/1958 R1 (Burnham-Slaughter)",0.9998,1.628,61.26,323.78,100.74,20996.69,1959-03-11.5,1.08e+06,COM,585,,40,,,,,,1.05e+04,,,
"     C/1959 O1 (Bester-Hoffmeister)",1.0027,1.251,12.83,105.73,186.51,,1959-07-17.5,,HYP,101,,29,F,,,,,-466.8,,,
"     C/1959 Q1 (Alcock)",1.0013,1.150,48.26,159.92,124.71,,1959-08-17.6,,HYP,68,,22,,,,,,-878.8,,,
"     C/1959 Q2 (Alcock)",1.0004,0.166,108.04,225.84,300.54,,1959-09-15.8,,HYP,5,,14,T,,,,,-384.5,,,
"     C/1959 X1 (Mrkos)",1.0000,1.253,19.64,100.62,84.69,223208.61,1959-11-13.2,3.73e+07,COM,297,,19,,,,,,1.116e+05,,,
"     C/1959 Y1 (Burnham)",1.0003,0.504,159.60,252.64,306.63,,1960-03-20.9,,HYP,148,,35,,,,,,-1694,,,
"     C/1960 B1 (Burnham)",0.9998,1.171,69.50,83.78,273.24,13935.57,1959-09-27.7,5.82e+05,COM,80,,9,T,,,,,6968,,,
"     C/1960 M1 (Humason)",1.0003,4.268,125.47,307.27,46.49,,1959-12-11.3,,HYP,349,,24,,,,,,-1.28e+04,,,
"     C/1960 Y1 (Candy)",0.9303,1.047,151.17,177.29,138.76,29.00,1961-02-10.9,58.2,HTC,8,9,8,,,,,,15.03,,,
"     C/1961 O1 (Wilson-Hubbard)",0.9999,0.040,24.21,298.94,270.70,992.23,1961-07-17.4,1.11e+04,COM,36,,8,,,,,,496.1,,,
"     C/1961 R1 (Humason)",0.9896,2.133,153.28,155.44,233.56,408.71,1962-12-10.2,2.94e+03,COM,1517,,80,,,,,,205.4,,,
"     C/1961 T1 (Seki)",0.9922,0.681,155.71,247.36,126.59,172.87,1961-10-10.6,808,COM,75,6,15,,,,,,86.78,,,
"     C/1962 C1 (Seki-Lines)",1.0000,0.031,65.01,304.68,11.47,,1962-04-01.6,,HYP,349,,32,,,,,,-7039,,,
"     C/1962 H1 (Honda)",1.0000,0.653,72.87,79.82,72.14,,1962-04-20.1,,PAR,29,,11,T,,,,,,,,
"     C/1963 A1 (Ikeya)",0.9934,0.632,160.65,53.22,336.30,190.47,1963-03-21.4,934,COM,278,3,33,,,,,,95.55,,,
"     C/1963 F1 (Alcock)",0.9979,1.537,86.22,43.47,146.62,1476.07,1963-05-05.8,2.01e+04,COM,118,,25,,,,,,738.8,,,
"     C/1963 R1 (Pereyra)",0.9999,0.005,144.59,8.05,86.23,182.29,1963-08-23.9,870,COM,86,5,12,,,,,,91.15,,,
"     C/1964 L1 (Tomita-Gerber-Honda)",0.9959,0.500,161.83,309.87,58.42,245.48,1964-06-30.6,1.36e+03,COM,229,,16,,,,,,123,,,
"     C/1964 N1 (Ikeya)",0.9853,0.822,171.92,269.95,290.77,110.97,1964-08-01.2,418,COM,56,6,36,,,,,,55.9,,,
"     C/1964 P1 (Everhart)",0.9965,1.259,67.97,280.45,20.69,717.55,1964-08-23.1,6.81e+03,COM,201,,40,,,,,,359.4,,,
"     C/1965 S1-A (Ikeya-Seki)",0.9999,0.008,141.86,346.99,69.05,183.19,1965-10-21.1,880,COM,115,,119,F,,,,,91.6,,,
"     C/1965 S1-B (Ikeya-Seki)",0.9999,0.008,141.86,346.98,69.03,207.41,1965-10-21.1,,COM,115,,101,F,,,,,103.7,,,
"     C/1965 S2 (Alcock)",1.0003,1.294,65.01,175.62,150.52,,1965-10-26.1,,HYP,30,,29,T,,,,,-3753,,,
"     C/1966 P1 (Kilston)",0.9995,2.385,40.26,156.05,154.49,9174.20,1966-10-28.0,3.11e+05,COM,126,,208,,,,,,4588,,,
"     C/1966 P2 (Barbon)",0.9981,2.019,28.71,167.69,136.17,2134.23,1966-04-17.7,3.49e+04,COM,91,,90,,,,,,1068,,,
"     C/1966 R1 (Ikeya-Everhart)",1.0000,0.882,48.28,107.66,50.04,,1966-08-05.3,,HYP,30,,23,T,,,,,-1.901e+04,,,
"     C/1966 T1 (Rudnicki)",1.0004,0.419,9.08,75.71,79.79,,1967-01-20.8,,HYP,114,,49,,,,,,-1074,,,
"     C/1967 C1 (Seki)",0.9999,0.457,106.47,200.52,144.29,9423.68,1967-03-13.7,3.23e+05,COM,16,,18,T,,,,,4712,,,
"     C/1967 C2 (Wild)",1.0000,1.327,99.11,306.85,173.26,,1967-03-02.5,,PAR,56,,37,T,,,,,,,,
"     C/1967 M1 (Mitchell-Jones-Gerber)",1.0000,0.178,56.71,32.29,78.94,,1967-06-16.7,,PAR,65,,39,T,,,,,,,,
"     C/1967 Y1 (Ikeya-Seki)",0.9992,1.697,129.32,255.32,70.86,4020.35,1968-02-25.7,9.02e+04,COM,676,,197,,,,,,2011,,,
"     C/1968 H1 (Tago-Honda-Yamamoto)",0.9962,0.680,102.17,233.11,50.45,358.94,1968-05-16.2,2.41e+03,COM,32,,35,,,,,,179.8,,,
"     C/1968 L1 (Whitaker-Thomas)",1.0000,1.234,61.77,254.72,353.98,,1968-06-04.5,,PAR,39,,23,T,,,,,,,,
"     C/1968 N1 (Honda)",1.0007,1.160,143.24,106.75,88.72,,1968-08-07.9,,HYP,120,,137,,,,,,-1620,,,
"     C/1968 Q1 (Bally-Clayton)",1.0000,1.771,93.17,319.40,26.86,,1968-08-20.8,,PAR,89,,52,T,,,,,,,,
"     C/1968 Q2 (Honda)",1.0000,1.099,127.91,253.29,282.80,,1968-11-03.8,,PAR,64,,35,T,,,,,,,,
"     C/1968 U1 (Wild)",0.9999,2.603,135.13,209.22,101.49,81047.51,1968-03-30.8,8.16e+06,COM,28,,15,T,,,,,4.053e+04,,,
"     C/1968 Y1 (Thomas)",0.9953,3.316,45.23,16.11,82.58,1408.46,1969-01-12.2,1.88e+04,COM,150,,43,,,,,,705.9,,,
"     C/1969 O1-A (Kohoutek)",0.9991,1.719,86.31,301.76,123.47,3927.62,1970-03-21.6,,COM,578,,210,F,,,,,1965,,,
"     C/1969 P1 (Fujikawa)",1.0000,0.774,8.93,192.40,299.02,,1969-10-12.4,,PAR,74,,69,T,,,,,,,,
"     C/1969 T1 (Tago-Sato-Kosaka)",0.9999,0.473,75.82,101.66,267.83,12804.16,1969-12-21.2,5.12e+05,COM,175,,305,,,,,,6402,,,
"     C/1969 Y1 (Bennett)",0.9963,0.538,90.04,224.66,354.15,289.54,1970-03-20.0,1.75e+03,COM,301,,529,,,,,,145,,,
"     C/1970 B1 (Daido-Fujikawa)",1.0000,0.066,100.18,30.60,266.65,,1970-02-15.8,,HYP,12,,32,T,,,,,-3436,,,
"     C/1970 K1 (White-Ortiz-Bolelli)",0.9999,0.009,138.95,336.82,61.10,347.56,1970-05-14.4,2.29e+03,COM,14,,9,T,,,,,173.8,,,
"     C/1970 N1 (Abe)",1.0000,1.113,126.72,21.70,96.58,,1970-10-20.6,,HYP,324,,271,,,,,,-3.014e+04,,,
"     C/1970 U1 (Suzuki-Sato-Seki)",1.0000,0.405,60.79,293.68,318.52,,1970-10-01.7,,PAR,37,,47,T,,,,,,,,
"     C/1971 E1 (Toba)",1.0010,1.233,109.68,104.08,152.36,,1971-04-17.2,,HYP,184,,137,,,,,,-1262,,,
"     C/1971 M1 (Edwards)",1.0000,2.881,97.15,267.78,44.18,,1971-12-07.9,,PAR,35,,7,T,,,,,,,,
"     C/1972 E1 (Bradfield)",0.9981,0.927,123.69,160.30,257.70,996.51,1972-03-27.7,1.11e+04,COM,72,,85,,,,,,498.7,,,
"     C/1972 F1 (Gehrels)",0.9979,3.276,175.61,24.75,128.70,3096.49,1971-01-06.5,6.1e+04,COM,348,,18,,,,,,1550,,,
"     C/1972 L1 (Sandage)",1.0063,4.276,79.37,225.49,56.65,,1972-11-14.7,,HYP,862,,146,,,,,,-674,,,
"     C/1972 U1 (Kojima)",1.0010,2.147,141.86,43.19,334.31,,1973-02-12.2,,HYP,659,,267,,,,,,-2059,,,
"     C/1972 X1 (Araya)",0.9995,4.861,113.09,314.89,267.21,19332.20,1972-12-18.9,9.51e+05,COM,944,,71,,,,,,9669,,,
"     C/1973 A1 (Heck-Sause)",1.0006,2.511,138.63,175.88,346.24,,1972-10-05.4,,HYP,405,,190,,,,,,-4381,,,
"     C/1973 D1 (Kohoutek)",0.9987,1.382,121.60,164.82,74.86,2209.38,1973-06-07.1,3.68e+04,COM,206,,42,,,,,,1105,,,
"     C/1973 E1 (Kohoutek)",1.0000,0.142,14.30,258.49,37.80,,1973-12-28.4,,HYP,453,,812,,,,,,-1.824e+04,,,
"     C/1973 H1 (Huchra)",0.9729,2.384,48.33,57.84,123.47,173.84,1973-03-11.5,827,COM,57,6,26,,,,,,88.11,,,
"     C/1973 N1 (Sandage)",1.0002,4.812,137.40,279.24,72.55,,1973-11-08.1,,HYP,609,,27,,,,,,-2.132e+04,,,
"     C/1973 W1 (Gibson)",1.0005,3.842,108.06,244.60,221.27,,1973-08-09.9,,HYP,315,,21,,,,,,-8344,,,
"     C/1974 C1 (Bradfield)",0.9997,0.503,61.28,143.73,333.13,3783.35,1974-03-18.3,8.23e+04,COM,277,,173,,,,,,1892,,,
"     C/1974 F1 (Lovas)",0.9998,3.011,50.65,12.37,261.36,29737.75,1975-08-22.1,1.81e+06,COM,1270,,137,,,,,,1.487e+04,,,
"     C/1974 O1 (Cesco)",0.9794,1.373,173.16,165.74,176.76,131.80,1974-05-12.9,543,COM,73,7,18,,,,,,66.59,,,
"     C/1974 V1 (van den Bergh)",1.0037,6.019,60.86,226.10,151.79,,1974-08-08.1,,HYP,717,,40,,,,,,-1642,,,
"     C/1974 V2 (Bennett)",0.9999,0.865,134.83,51.35,324.97,19269.99,1974-12-01.5,9.46e+05,COM,10,,14,T,,,,,9635,,,
"     C/1975 E1 (Bradfield)",1.0014,1.217,55.24,157.91,264.13,,1975-04-04.5,,HYP,358,,52,,,,,,-865.3,,,
"     C/1975 N1 (Kobayashi-Berger-Milon)",1.0001,0.426,80.78,296.35,116.97,,1975-09-05.3,,HYP,178,,390,,,,,,-4638,,,
"     C/1975 T1 (Mori-Sato-Fujikawa)",0.9975,1.604,91.61,278.68,246.24,1260.07,1975-12-25.8,1.58e+04,COM,383,,193,,,,,,630.8,,,
"     C/1975 T2 (Suzuki-Saigusa-Mori)",0.9856,0.838,118.23,216.81,152.02,115.57,1975-10-15.3,444,COM,90,6,112,,,,,,58.2,,,
"     C/1975 V1-A (West)",1.0000,0.197,43.07,118.92,358.43,,1976-02-25.2,,HYP,199,,113,,,,,,-1.222e+04,,,
"     C/1975 V2 (Bradfield)",1.0000,0.219,70.63,271.31,358.09,,1975-12-21.1,,HYP,88,,81,,,,,,-1.422e+04,,,
"     C/1975 X1 (Sato)",1.0015,0.864,93.96,281.50,215.46,,1976-01-03.9,,HYP,57,,72,,,,,,-572.9,,,
"     C/1976 D1 (Bradfield)",0.9934,0.848,46.83,160.79,313.00,257.05,1976-02-24.6,1.46e+03,COM,63,,29,,,,,,128.9,,,
"     C/1976 D2 (Schuster)",1.0011,6.880,112.03,22.79,193.37,,1975-01-14.7,,HYP,772,,54,,,,,,-6145,,,
"     C/1976 E1 (Bradfield)",0.9999,0.678,147.78,70.21,221.77,10490.75,1976-02-25.0,3.8e+05,COM,24,,12,T,,,,,5246,,,
"     C/1976 J1 (Harlan)",0.9997,1.569,38.81,81.41,193.27,12179.13,1976-11-03.1,4.75e+05,COM,181,,41,,,,,,6090,,,
"     C/1976 U1 (Lovas)",1.0037,5.857,86.63,286.04,118.81,,1976-07-06.5,,HYP,448,,34,,,,,,-1597,,,
"     D/1977 C1 (Skiff-Kosai)",0.2592,2.850,3.20,80.77,26.55,4.84,1976-08-03.9,7.54,ETc,27,7,8,,,,,,3.847,,,
"     C/1977 D1 (Lovas)",1.0034,5.716,64.52,338.17,146.31,,1976-11-01.3,,HYP,352,,30,,,,,,-1679,,,
"     C/1977 H1 (Helin)",1.0000,1.118,43.19,20.14,249.36,297553.40,1977-06-30.9,5.74e+07,COM,29,,35,T,,,,,1.488e+05,,,
"     C/1977 R1 (Kohler)",0.9995,0.991,48.71,182.52,163.49,4395.20,1977-11-10.5,1.03e+05,COM,271,,421,,,,,,2198,,,
"     C/1977 V1 (Tsuchinshan)",0.9994,3.603,168.55,5.29,318.18,11928.84,1977-07-24.8,4.61e+05,COM,363,,69,,,,,,5966,,,
"     C/1978 A1 (West)",1.0027,5.606,116.92,211.62,343.27,,1977-07-21.4,,HYP,1183,,60,,,,,,-2080,,,
"     C/1978 C1 (Bradfield)",1.0000,0.437,51.09,260.50,48.71,,1978-03-17.6,,PAR,34,,73,T,,,,,,,,
"     C/1978 G2 (McNaught-Tritton)",1.0046,6.284,153.18,72.21,229.46,,1978-08-23.9,,HYP,651,,5,,,,,,-1358,,,
"     C/1978 H1 (Meier)",1.0008,1.137,43.76,349.34,231.40,,1978-11-11.4,,HYP,590,,276,,,,,,-1338,,,
"     D/1978 R1 (Haneda-Campos)",0.6652,1.101,5.95,132.25,240.46,5.48,1978-10-09.4,5.97,JFc,122,6,62,,,,,,3.29,,,
"     C/1978 R3 (Machholz)",1.0003,1.772,130.64,290.68,224.75,,1978-08-13.6,,HYP,322,,46,,,,,,-6295,,,
"     C/1978 T1 (Seargent)",0.9983,0.370,67.83,41.77,207.76,443.46,1978-09-14.8,3.31e+03,COM,62,,33,,,,,,221.9,,,
"     C/1978 T3 (Bradfield)",1.0000,0.432,138.27,358.42,240.44,1094964.72,1978-09-29.0,4.05e+08,COM,26,,14,T,,,,,5.475e+05,,,
"     C/1979 M1 (Bradfield)",1.0000,0.413,136.23,164.22,47.65,,1979-07-23.2,,HYP,91,,25,,,,,,-1.286e+04,,,
"     C/1979 M3 (Torres)",1.0010,4.687,92.18,293.14,10.10,,1979-07-15.4,,HYP,426,,33,,,,,,-4575,,,
"     C/1979 Q1 (SOLWIND)",1.0000,0.005,141.46,345.00,67.67,,1979-08-30.9,,PAR,0,,,T,,,,,,,,
"     C/1979 S1 (Meier)",0.9730,1.432,67.08,297.63,112.56,104.63,1979-10-17.3,386,COM,169,5,45,,,,,,53.03,,,
